n; time(ms)
40352; 0.000000ms
40353; 0.000000ms
40354; 0.000000ms
40355; 0.000000ms
40356; 0.997000ms
40357; 0.000000ms
40358; 0.000000ms
40359; 0.000000ms
40360; 0.000000ms
40361; 0.000000ms
40362; 0.000000ms
40363; 0.000000ms
40364; 0.998000ms
40365; 0.000000ms
40366; 0.000000ms
40367; 0.000000ms
40368; 0.000000ms
40369; 0.000000ms
40370; 0.000000ms
40371; 0.000000ms
40372; 0.997000ms
40373; 0.000000ms
40374; 0.000000ms
40375; 0.000000ms
40376; 0.000000ms
40377; 0.000000ms
40378; 0.000000ms
40379; 0.000000ms
40380; 0.997000ms
40381; 0.000000ms
40382; 0.000000ms
40383; 0.000000ms
40384; 0.000000ms
40385; 0.000000ms
40386; 0.000000ms
40387; 0.000000ms
40388; 0.998000ms
40389; 0.000000ms
40390; 0.000000ms
40391; 0.000000ms
40392; 0.000000ms
40393; 0.000000ms
40394; 0.000000ms
40395; 0.000000ms
40396; 0.997000ms
40397; 0.000000ms
40398; 0.000000ms
40399; 0.000000ms
40400; 0.000000ms
40401; 0.000000ms
40402; 0.000000ms
40403; 0.000000ms
40404; 0.998000ms
40405; 0.000000ms
40406; 0.000000ms
40407; 0.000000ms
40408; 0.000000ms
40409; 0.000000ms
40410; 0.000000ms
40411; 0.000000ms
40412; 0.997000ms
40413; 0.000000ms
40414; 0.000000ms
40415; 0.000000ms
40416; 0.000000ms
40417; 0.000000ms
40418; 0.000000ms
40419; 0.000000ms
40420; 0.997000ms
40421; 0.000000ms
40422; 0.000000ms
40423; 0.000000ms
40424; 0.000000ms
40425; 0.000000ms
40426; 0.000000ms
40427; 0.000000ms
40428; 0.998000ms
40429; 0.000000ms
40430; 0.000000ms
40431; 0.000000ms
40432; 0.000000ms
40433; 0.000000ms
40434; 0.000000ms
40435; 0.000000ms
40436; 0.997000ms
40437; 0.000000ms
40438; 0.000000ms
40439; 0.000000ms
40440; 0.000000ms
40441; 0.000000ms
40442; 0.000000ms
40443; 0.000000ms
40444; 0.997000ms
40445; 0.000000ms
40446; 0.000000ms
40447; 0.000000ms
40448; 0.000000ms
40449; 0.000000ms
40450; 0.000000ms
40451; 0.000000ms
40452; 0.997000ms
40453; 0.000000ms
40454; 0.000000ms
40455; 0.000000ms
40456; 0.000000ms
40457; 0.000000ms
40458; 0.000000ms
40459; 0.000000ms
40460; 0.998000ms
40461; 0.000000ms
40462; 0.000000ms
40463; 0.000000ms
40464; 0.000000ms
40465; 0.000000ms
40466; 0.000000ms
40467; 0.000000ms
40468; 0.997000ms
40469; 0.000000ms
40470; 0.000000ms
40471; 0.000000ms
40472; 0.000000ms
40473; 0.000000ms
40474; 0.000000ms
40475; 0.000000ms
40476; 0.000000ms
40477; 0.000000ms
40478; 0.000000ms
40479; 0.000000ms
40480; 0.000000ms
40481; 0.000000ms
40482; 0.000000ms
40483; 0.000000ms
40484; 0.000000ms
40485; 0.998000ms
40486; 0.000000ms
40487; 0.000000ms
40488; 0.000000ms
40489; 0.000000ms
40490; 0.000000ms
40491; 0.000000ms
40492; 0.000000ms
40493; 0.997000ms
40494; 0.000000ms
40495; 0.000000ms
40496; 0.000000ms
40497; 0.000000ms
40498; 0.000000ms
40499; 0.000000ms
40500; 0.000000ms
40501; 0.997000ms
40502; 0.000000ms
40503; 0.000000ms
40504; 0.000000ms
40505; 0.000000ms
40506; 0.000000ms
40507; 0.000000ms
40508; 0.000000ms
40509; 0.998000ms
40510; 0.000000ms
40511; 0.000000ms
40512; 0.000000ms
40513; 0.000000ms
40514; 0.000000ms
40515; 0.000000ms
40516; 0.000000ms
40517; 0.997000ms
40518; 0.000000ms
40519; 0.000000ms
40520; 0.000000ms
40521; 0.000000ms
40522; 0.000000ms
40523; 0.000000ms
40524; 0.000000ms
40525; 0.998000ms
40526; 0.000000ms
40527; 0.000000ms
40528; 0.000000ms
40529; 0.000000ms
40530; 0.000000ms
40531; 0.000000ms
40532; 0.000000ms
40533; 0.997000ms
40534; 0.000000ms
40535; 0.000000ms
40536; 0.000000ms
40537; 0.000000ms
40538; 0.000000ms
40539; 0.000000ms
40540; 0.000000ms
40541; 0.997000ms
40542; 0.000000ms
40543; 0.000000ms
40544; 0.000000ms
40545; 0.000000ms
40546; 0.000000ms
40547; 0.000000ms
40548; 0.000000ms
40549; 0.997000ms
40550; 0.000000ms
40551; 0.000000ms
40552; 0.000000ms
40553; 0.000000ms
40554; 0.000000ms
40555; 0.000000ms
40556; 0.000000ms
40557; 0.998000ms
40558; 0.000000ms
40559; 0.000000ms
40560; 0.000000ms
40561; 0.000000ms
40562; 0.000000ms
40563; 0.000000ms
40564; 0.000000ms
40565; 0.997000ms
40566; 0.000000ms
40567; 0.000000ms
40568; 0.000000ms
40569; 0.000000ms
40570; 0.000000ms
40571; 0.000000ms
40572; 0.000000ms
40573; 0.997000ms
40574; 0.000000ms
40575; 0.000000ms
40576; 0.000000ms
40577; 0.000000ms
40578; 0.000000ms
40579; 0.000000ms
40580; 0.000000ms
40581; 0.998000ms
40582; 0.000000ms
40583; 0.000000ms
40584; 0.000000ms
40585; 0.000000ms
40586; 0.000000ms
40587; 0.000000ms
40588; 0.000000ms
40589; 0.997000ms
40590; 0.000000ms
40591; 0.000000ms
40592; 0.000000ms
40593; 0.000000ms
40594; 0.000000ms
40595; 0.000000ms
40596; 0.000000ms
40597; 0.997000ms
40598; 0.000000ms
40599; 0.000000ms
40600; 0.000000ms
40601; 0.000000ms
40602; 0.000000ms
40603; 0.000000ms
40604; 0.000000ms
40605; 0.998000ms
40606; 0.000000ms
40607; 0.000000ms
40608; 0.000000ms
40609; 0.000000ms
40610; 0.000000ms
40611; 0.000000ms
40612; 0.000000ms
40613; 0.997000ms
40614; 0.000000ms
40615; 0.000000ms
40616; 0.000000ms
40617; 0.000000ms
40618; 0.000000ms
40619; 0.000000ms
40620; 0.000000ms
40621; 0.997000ms
40622; 0.000000ms
40623; 0.000000ms
40624; 0.000000ms
40625; 0.000000ms
40626; 0.000000ms
40627; 0.000000ms
40628; 0.000000ms
40629; 0.998000ms
40630; 0.000000ms
40631; 0.000000ms
40632; 0.000000ms
40633; 0.000000ms
40634; 0.000000ms
40635; 0.000000ms
40636; 0.000000ms
40637; 0.997000ms
40638; 0.000000ms
40639; 0.000000ms
40640; 0.000000ms
40641; 0.000000ms
40642; 0.000000ms
40643; 0.000000ms
40644; 0.000000ms
40645; 0.997000ms
40646; 0.000000ms
40647; 0.000000ms
40648; 0.000000ms
40649; 0.000000ms
40650; 0.000000ms
40651; 0.000000ms
40652; 0.000000ms
40653; 0.998000ms
40654; 0.000000ms
40655; 0.000000ms
40656; 0.000000ms
40657; 0.000000ms
40658; 0.000000ms
40659; 0.000000ms
40660; 0.000000ms
40661; 0.997000ms
40662; 0.000000ms
40663; 0.000000ms
40664; 0.000000ms
40665; 0.000000ms
40666; 0.000000ms
40667; 0.000000ms
40668; 0.000000ms
40669; 0.998000ms
40670; 0.000000ms
40671; 0.000000ms
40672; 0.000000ms
40673; 0.000000ms
40674; 0.000000ms
40675; 0.000000ms
40676; 0.000000ms
40677; 0.997000ms
40678; 0.000000ms
40679; 0.000000ms
40680; 0.000000ms
40681; 0.000000ms
40682; 0.000000ms
40683; 0.000000ms
40684; 0.000000ms
40685; 0.997000ms
40686; 0.000000ms
40687; 0.000000ms
40688; 0.000000ms
40689; 0.000000ms
40690; 0.000000ms
40691; 0.000000ms
40692; 0.000000ms
40693; 0.997000ms
40694; 0.000000ms
40695; 0.000000ms
40696; 0.000000ms
40697; 0.000000ms
40698; 0.000000ms
40699; 0.000000ms
40700; 0.998000ms
40701; 0.000000ms
40702; 0.000000ms
40703; 0.000000ms
40704; 0.000000ms
40705; 0.000000ms
40706; 0.000000ms
40707; 0.000000ms
40708; 0.997000ms
40709; 0.000000ms
40710; 0.000000ms
40711; 0.000000ms
40712; 0.000000ms
40713; 0.000000ms
40714; 0.000000ms
40715; 0.000000ms
40716; 0.997000ms
40717; 0.000000ms
40718; 0.000000ms
40719; 0.000000ms
40720; 0.000000ms
40721; 0.000000ms
40722; 0.000000ms
40723; 0.000000ms
40724; 0.998000ms
40725; 0.000000ms
40726; 0.000000ms
40727; 0.000000ms
40728; 0.000000ms
40729; 0.000000ms
40730; 0.000000ms
40731; 0.000000ms
40732; 0.997000ms
40733; 0.000000ms
40734; 0.000000ms
40735; 0.000000ms
40736; 0.000000ms
40737; 0.000000ms
40738; 0.000000ms
40739; 0.000000ms
40740; 0.997000ms
40741; 0.000000ms
40742; 0.000000ms
40743; 0.000000ms
40744; 0.000000ms
40745; 0.000000ms
40746; 0.000000ms
40747; 0.998000ms
40748; 0.000000ms
40749; 0.000000ms
40750; 0.000000ms
40751; 0.000000ms
40752; 0.000000ms
40753; 0.000000ms
40754; 0.000000ms
40755; 0.997000ms
40756; 0.000000ms
40757; 0.000000ms
40758; 0.000000ms
40759; 0.000000ms
40760; 0.000000ms
40761; 0.000000ms
40762; 0.000000ms
40763; 0.997000ms
40764; 0.000000ms
40765; 0.000000ms
40766; 0.000000ms
40767; 0.000000ms
40768; 0.000000ms
40769; 0.000000ms
40770; 0.000000ms
40771; 0.998000ms
40772; 0.000000ms
40773; 0.000000ms
40774; 0.000000ms
40775; 0.000000ms
40776; 0.000000ms
40777; 0.000000ms
40778; 0.000000ms
40779; 0.997000ms
40780; 0.000000ms
40781; 0.000000ms
40782; 0.000000ms
40783; 0.000000ms
40784; 0.000000ms
40785; 0.000000ms
40786; 0.998000ms
40787; 0.000000ms
40788; 0.000000ms
40789; 0.000000ms
40790; 0.000000ms
40791; 0.000000ms
40792; 0.000000ms
40793; 0.000000ms
40794; 0.997000ms
40795; 0.000000ms
40796; 0.000000ms
40797; 0.000000ms
40798; 0.000000ms
40799; 0.000000ms
40800; 0.000000ms
40801; 0.000000ms
40802; 0.997000ms
40803; 0.000000ms
40804; 0.000000ms
40805; 0.000000ms
40806; 0.000000ms
40807; 0.000000ms
40808; 0.000000ms
40809; 0.000000ms
40810; 0.997000ms
40811; 0.000000ms
40812; 0.000000ms
40813; 0.000000ms
40814; 0.000000ms
40815; 0.000000ms
40816; 0.000000ms
40817; 0.000000ms
40818; 0.998000ms
40819; 0.000000ms
40820; 0.000000ms
40821; 0.000000ms
40822; 0.000000ms
40823; 0.000000ms
40824; 0.000000ms
40825; 0.997000ms
40826; 0.000000ms
40827; 0.000000ms
40828; 0.000000ms
40829; 0.000000ms
40830; 0.000000ms
40831; 0.000000ms
40832; 0.000000ms
40833; 0.997000ms
40834; 0.000000ms
40835; 0.000000ms
40836; 0.000000ms
40837; 0.000000ms
40838; 0.000000ms
40839; 0.000000ms
40840; 0.000000ms
40841; 0.998000ms
40842; 0.000000ms
40843; 0.000000ms
40844; 0.000000ms
40845; 0.000000ms
40846; 0.000000ms
40847; 0.000000ms
40848; 0.000000ms
40849; 0.997000ms
40850; 0.000000ms
40851; 0.000000ms
40852; 0.000000ms
40853; 0.000000ms
40854; 0.000000ms
40855; 0.000000ms
40856; 0.000000ms
40857; 0.997000ms
40858; 0.000000ms
40859; 0.000000ms
40860; 0.000000ms
40861; 0.000000ms
40862; 0.000000ms
40863; 0.000000ms
40864; 0.998000ms
40865; 0.000000ms
40866; 0.000000ms
40867; 0.000000ms
40868; 0.000000ms
40869; 0.000000ms
40870; 0.000000ms
40871; 0.000000ms
40872; 0.997000ms
40873; 0.000000ms
40874; 0.000000ms
40875; 0.000000ms
40876; 0.000000ms
40877; 0.000000ms
40878; 0.000000ms
40879; 0.000000ms
40880; 0.997000ms
40881; 0.000000ms
40882; 0.000000ms
40883; 0.000000ms
40884; 0.000000ms
40885; 0.000000ms
40886; 0.000000ms
40887; 0.000000ms
40888; 0.998000ms
40889; 0.000000ms
40890; 0.000000ms
40891; 0.000000ms
40892; 0.000000ms
40893; 0.000000ms
40894; 0.000000ms
40895; 0.000000ms
40896; 0.997000ms
40897; 0.000000ms
40898; 0.000000ms
40899; 0.000000ms
40900; 0.000000ms
40901; 0.000000ms
40902; 0.000000ms
40903; 0.997000ms
40904; 0.000000ms
40905; 0.000000ms
40906; 0.000000ms
40907; 0.000000ms
40908; 0.000000ms
40909; 0.000000ms
40910; 0.000000ms
40911; 0.998000ms
40912; 0.000000ms
40913; 0.000000ms
40914; 0.000000ms
40915; 0.000000ms
40916; 0.000000ms
40917; 0.000000ms
40918; 0.000000ms
40919; 0.997000ms
40920; 0.000000ms
40921; 0.000000ms
40922; 0.000000ms
40923; 0.000000ms
40924; 0.000000ms
40925; 0.000000ms
40926; 0.000000ms
40927; 0.997000ms
40928; 0.000000ms
40929; 0.000000ms
40930; 0.000000ms
40931; 0.000000ms
40932; 0.000000ms
40933; 0.000000ms
40934; 0.998000ms
40935; 0.000000ms
40936; 0.000000ms
40937; 0.000000ms
40938; 0.000000ms
40939; 0.000000ms
40940; 0.000000ms
40941; 0.000000ms
40942; 0.997000ms
40943; 0.000000ms
40944; 0.000000ms
40945; 0.000000ms
40946; 0.000000ms
40947; 0.000000ms
40948; 0.000000ms
40949; 0.000000ms
40950; 0.997000ms
40951; 0.000000ms
40952; 0.000000ms
40953; 0.000000ms
40954; 0.000000ms
40955; 0.000000ms
40956; 0.000000ms
40957; 0.000000ms
40958; 0.998000ms
40959; 0.000000ms
40960; 0.000000ms
40961; 0.000000ms
40962; 0.000000ms
40963; 0.000000ms
40964; 0.000000ms
40965; 0.997000ms
40966; 0.000000ms
40967; 0.000000ms
40968; 0.000000ms
40969; 0.000000ms
40970; 0.000000ms
40971; 0.000000ms
40972; 0.000000ms
40973; 0.997000ms
40974; 0.000000ms
40975; 0.000000ms
40976; 0.000000ms
40977; 0.000000ms
40978; 0.000000ms
40979; 0.000000ms
40980; 0.000000ms
40981; 0.998000ms
40982; 0.000000ms
40983; 0.000000ms
40984; 0.000000ms
40985; 0.000000ms
40986; 0.000000ms
40987; 0.000000ms
40988; 0.000000ms
40989; 0.997000ms
40990; 0.000000ms
40991; 0.000000ms
40992; 0.000000ms
40993; 0.000000ms
40994; 0.000000ms
40995; 0.000000ms
40996; 0.000000ms
40997; 0.997000ms
40998; 0.000000ms
40999; 0.000000ms
41000; 0.000000ms
41001; 0.000000ms
41002; 0.000000ms
41003; 0.000000ms
41004; 0.998000ms
41005; 0.000000ms
41006; 0.000000ms
41007; 0.000000ms
41008; 0.000000ms
41009; 0.000000ms
41010; 0.000000ms
41011; 0.000000ms
41012; 0.997000ms
41013; 0.000000ms
41014; 0.000000ms
41015; 0.000000ms
41016; 0.000000ms
41017; 0.000000ms
41018; 0.000000ms
41019; 0.000000ms
41020; 0.997000ms
41021; 0.000000ms
41022; 0.000000ms
41023; 0.000000ms
41024; 0.000000ms
41025; 0.000000ms
41026; 0.000000ms
41027; 0.000000ms
41028; 0.998000ms
41029; 0.000000ms
41030; 0.000000ms
41031; 0.000000ms
41032; 0.000000ms
41033; 0.000000ms
41034; 0.000000ms
41035; 0.997000ms
41036; 0.000000ms
41037; 0.000000ms
41038; 0.000000ms
41039; 0.000000ms
41040; 0.000000ms
41041; 0.000000ms
41042; 0.000000ms
41043; 0.997000ms
41044; 0.000000ms
41045; 0.000000ms
41046; 0.000000ms
41047; 0.000000ms
41048; 0.000000ms
41049; 0.000000ms
41050; 0.000000ms
41051; 0.998000ms
41052; 0.000000ms
41053; 0.000000ms
41054; 0.000000ms
41055; 0.000000ms
41056; 0.000000ms
41057; 0.000000ms
41058; 0.000000ms
41059; 0.997000ms
41060; 0.000000ms
41061; 0.000000ms
41062; 0.000000ms
41063; 0.000000ms
41064; 0.000000ms
41065; 0.000000ms
41066; 0.997000ms
41067; 0.000000ms
41068; 0.000000ms
41069; 0.000000ms
41070; 0.000000ms
41071; 0.000000ms
41072; 0.000000ms
41073; 0.000000ms
41074; 0.998000ms
41075; 0.000000ms
41076; 0.000000ms
41077; 0.000000ms
41078; 0.000000ms
41079; 0.000000ms
41080; 0.000000ms
41081; 0.000000ms
41082; 0.997000ms
41083; 0.000000ms
41084; 0.000000ms
41085; 0.000000ms
41086; 0.000000ms
41087; 0.000000ms
41088; 0.000000ms
41089; 0.000000ms
41090; 0.997000ms
41091; 0.000000ms
41092; 0.000000ms
41093; 0.000000ms
41094; 0.000000ms
41095; 0.000000ms
41096; 0.000000ms
41097; 0.000000ms
41098; 0.998000ms
41099; 0.000000ms
41100; 0.000000ms
41101; 0.000000ms
41102; 0.000000ms
41103; 0.000000ms
41104; 0.000000ms
41105; 0.997000ms
41106; 0.000000ms
41107; 0.000000ms
41108; 0.000000ms
41109; 0.000000ms
41110; 0.000000ms
41111; 0.000000ms
41112; 0.000000ms
41113; 0.997000ms
41114; 0.000000ms
41115; 0.000000ms
41116; 0.000000ms
41117; 0.000000ms
41118; 0.000000ms
41119; 0.000000ms
41120; 0.000000ms
41121; 0.998000ms
41122; 0.000000ms
41123; 0.000000ms
41124; 0.000000ms
41125; 0.000000ms
41126; 0.000000ms
41127; 0.000000ms
41128; 0.997000ms
41129; 0.000000ms
41130; 0.000000ms
41131; 0.000000ms
41132; 0.000000ms
41133; 0.000000ms
41134; 0.000000ms
41135; 0.000000ms
41136; 0.998000ms
41137; 0.000000ms
41138; 0.000000ms
41139; 0.000000ms
41140; 0.000000ms
41141; 0.000000ms
41142; 0.000000ms
41143; 0.000000ms
41144; 0.997000ms
41145; 0.000000ms
41146; 0.000000ms
41147; 0.000000ms
41148; 0.000000ms
41149; 0.000000ms
41150; 0.000000ms
41151; 0.000000ms
41152; 0.997000ms
41153; 0.000000ms
41154; 0.000000ms
41155; 0.000000ms
41156; 0.000000ms
41157; 0.000000ms
41158; 0.000000ms
41159; 0.998000ms
41160; 0.000000ms
41161; 0.000000ms
41162; 0.000000ms
41163; 0.000000ms
41164; 0.000000ms
41165; 0.000000ms
41166; 0.000000ms
41167; 0.997000ms
41168; 0.000000ms
41169; 0.000000ms
41170; 0.000000ms
41171; 0.000000ms
41172; 0.000000ms
41173; 0.000000ms
41174; 0.000000ms
41175; 0.997000ms
41176; 0.000000ms
41177; 0.000000ms
41178; 0.000000ms
41179; 0.000000ms
41180; 0.000000ms
41181; 0.000000ms
41182; 0.000000ms
41183; 0.997000ms
41184; 0.000000ms
41185; 0.000000ms
41186; 0.000000ms
41187; 0.000000ms
41188; 0.000000ms
41189; 0.000000ms
41190; 0.998000ms
41191; 0.000000ms
41192; 0.000000ms
41193; 0.000000ms
41194; 0.000000ms
41195; 0.000000ms
41196; 0.000000ms
41197; 0.000000ms
41198; 0.997000ms
41199; 0.000000ms
41200; 0.000000ms
41201; 0.000000ms
41202; 0.000000ms
41203; 0.000000ms
41204; 0.000000ms
41205; 0.000000ms
41206; 0.997000ms
41207; 0.000000ms
41208; 0.000000ms
41209; 0.000000ms
41210; 0.000000ms
41211; 0.000000ms
41212; 0.000000ms
41213; 0.000000ms
41214; 0.998000ms
41215; 0.000000ms
41216; 0.000000ms
41217; 0.000000ms
41218; 0.000000ms
41219; 0.000000ms
41220; 0.000000ms
41221; 0.997000ms
41222; 0.000000ms
41223; 0.000000ms
41224; 0.000000ms
41225; 0.000000ms
41226; 0.000000ms
41227; 0.000000ms
41228; 0.000000ms
41229; 0.997000ms
41230; 0.000000ms
41231; 0.000000ms
41232; 0.000000ms
41233; 0.000000ms
41234; 0.000000ms
41235; 0.000000ms
41236; 0.000000ms
41237; 0.998000ms
41238; 0.000000ms
41239; 0.000000ms
41240; 0.000000ms
41241; 0.000000ms
41242; 0.000000ms
41243; 0.000000ms
41244; 0.000000ms
41245; 0.997000ms
41246; 0.000000ms
41247; 0.000000ms
41248; 0.000000ms
41249; 0.000000ms
41250; 0.000000ms
41251; 0.000000ms
41252; 0.997000ms
41253; 0.000000ms
41254; 0.000000ms
41255; 0.000000ms
41256; 0.000000ms
41257; 0.000000ms
41258; 0.000000ms
41259; 0.000000ms
41260; 0.998000ms
41261; 0.000000ms
41262; 0.000000ms
41263; 0.000000ms
41264; 0.000000ms
41265; 0.000000ms
41266; 0.000000ms
41267; 0.000000ms
41268; 0.997000ms
41269; 0.000000ms
41270; 0.000000ms
41271; 0.000000ms
41272; 0.000000ms
41273; 0.000000ms
41274; 0.000000ms
41275; 0.000000ms
41276; 0.997000ms
41277; 0.000000ms
41278; 0.000000ms
41279; 0.000000ms
41280; 0.000000ms
41281; 0.000000ms
41282; 0.000000ms
41283; 0.998000ms
41284; 0.000000ms
41285; 0.000000ms
41286; 0.000000ms
41287; 0.000000ms
41288; 0.000000ms
41289; 0.000000ms
41290; 0.000000ms
41291; 0.997000ms
41292; 0.000000ms
41293; 0.000000ms
41294; 0.000000ms
41295; 0.000000ms
41296; 0.000000ms
41297; 0.000000ms
41298; 0.000000ms
41299; 0.997000ms
41300; 0.000000ms
41301; 0.000000ms
41302; 0.000000ms
41303; 0.000000ms
41304; 0.000000ms
41305; 0.000000ms
41306; 0.998000ms
41307; 0.000000ms
41308; 0.000000ms
41309; 0.000000ms
41310; 0.000000ms
41311; 0.000000ms
41312; 0.000000ms
41313; 0.000000ms
41314; 0.997000ms
41315; 0.000000ms
41316; 0.000000ms
41317; 0.000000ms
41318; 0.000000ms
41319; 0.000000ms
41320; 0.000000ms
41321; 0.000000ms
41322; 0.997000ms
41323; 0.000000ms
41324; 0.000000ms
41325; 0.000000ms
41326; 0.000000ms
41327; 0.000000ms
41328; 0.000000ms
41329; 0.000000ms
41330; 0.998000ms
41331; 0.000000ms
41332; 0.000000ms
41333; 0.000000ms
41334; 0.000000ms
41335; 0.000000ms
41336; 0.000000ms
41337; 0.997000ms
41338; 0.000000ms
41339; 0.000000ms
41340; 0.000000ms
41341; 0.000000ms
41342; 0.000000ms
41343; 0.000000ms
41344; 0.000000ms
41345; 0.997000ms
41346; 0.000000ms
41347; 0.000000ms
41348; 0.000000ms
41349; 0.000000ms
41350; 0.000000ms
41351; 0.000000ms
41352; 0.000000ms
41353; 0.998000ms
41354; 0.000000ms
41355; 0.000000ms
41356; 0.000000ms
41357; 0.000000ms
41358; 0.000000ms
41359; 0.000000ms
41360; 0.997000ms
41361; 0.000000ms
41362; 0.000000ms
41363; 0.000000ms
41364; 0.000000ms
41365; 0.000000ms
41366; 0.000000ms
41367; 0.000000ms
41368; 0.997000ms
41369; 0.000000ms
41370; 0.000000ms
41371; 0.000000ms
41372; 0.000000ms
41373; 0.000000ms
41374; 0.000000ms
41375; 0.000000ms
41376; 0.998000ms
41377; 0.000000ms
41378; 0.000000ms
41379; 0.000000ms
41380; 0.000000ms
41381; 0.000000ms
41382; 0.000000ms
41383; 0.997000ms
41384; 0.000000ms
41385; 0.000000ms
41386; 0.000000ms
41387; 0.000000ms
41388; 0.000000ms
41389; 0.000000ms
41390; 0.000000ms
41391; 0.997000ms
41392; 0.000000ms
41393; 0.000000ms
41394; 0.000000ms
41395; 0.000000ms
41396; 0.000000ms
41397; 0.000000ms
41398; 0.000000ms
41399; 0.998000ms
41400; 0.000000ms
41401; 0.000000ms
41402; 0.000000ms
41403; 0.000000ms
41404; 0.000000ms
41405; 0.000000ms
41406; 0.997000ms
41407; 0.000000ms
41408; 0.000000ms
41409; 0.000000ms
41410; 0.000000ms
41411; 0.000000ms
41412; 0.000000ms
41413; 0.000000ms
41414; 0.997000ms
41415; 0.000000ms
41416; 0.000000ms
41417; 0.000000ms
41418; 0.000000ms
41419; 0.000000ms
41420; 0.000000ms
41421; 0.000000ms
41422; 0.998000ms
41423; 0.000000ms
41424; 0.000000ms
41425; 0.000000ms
41426; 0.000000ms
41427; 0.000000ms
41428; 0.000000ms
41429; 0.000000ms
41430; 0.997000ms
41431; 0.000000ms
41432; 0.000000ms
41433; 0.000000ms
41434; 0.000000ms
41435; 0.000000ms
41436; 0.000000ms
41437; 0.997000ms
41438; 0.000000ms
41439; 0.000000ms
41440; 0.000000ms
41441; 0.000000ms
41442; 0.000000ms
41443; 0.000000ms
41444; 0.000000ms
41445; 0.998000ms
41446; 0.000000ms
41447; 0.000000ms
41448; 0.000000ms
41449; 0.000000ms
41450; 0.000000ms
41451; 0.000000ms
41452; 0.000000ms
41453; 0.997000ms
41454; 0.000000ms
41455; 0.000000ms
41456; 0.000000ms
41457; 0.000000ms
41458; 0.000000ms
41459; 0.000000ms
41460; 0.998000ms
41461; 0.000000ms
41462; 0.000000ms
41463; 0.000000ms
41464; 0.000000ms
41465; 0.000000ms
41466; 0.000000ms
41467; 0.000000ms
41468; 0.997000ms
41469; 0.000000ms
41470; 0.000000ms
41471; 0.000000ms
41472; 0.000000ms
41473; 0.000000ms
41474; 0.000000ms
41475; 0.000000ms
41476; 0.997000ms
41477; 0.000000ms
41478; 0.000000ms
41479; 0.000000ms
41480; 0.000000ms
41481; 0.000000ms
41482; 0.000000ms
41483; 0.997000ms
41484; 0.000000ms
41485; 0.000000ms
41486; 0.000000ms
41487; 0.000000ms
41488; 0.000000ms
41489; 0.000000ms
41490; 0.000000ms
41491; 0.998000ms
41492; 0.000000ms
41493; 0.000000ms
41494; 0.000000ms
41495; 0.000000ms
41496; 0.000000ms
41497; 0.000000ms
41498; 0.000000ms
41499; 0.997000ms
41500; 0.000000ms
41501; 0.000000ms
41502; 0.000000ms
41503; 0.000000ms
41504; 0.000000ms
41505; 0.000000ms
41506; 0.000000ms
41507; 0.997000ms
41508; 0.000000ms
41509; 0.000000ms
41510; 0.000000ms
41511; 0.000000ms
41512; 0.000000ms
41513; 0.000000ms
41514; 0.998000ms
41515; 0.000000ms
41516; 0.000000ms
41517; 0.000000ms
41518; 0.000000ms
41519; 0.000000ms
41520; 0.000000ms
41521; 0.000000ms
41522; 0.997000ms
41523; 0.000000ms
41524; 0.000000ms
41525; 0.000000ms
41526; 0.000000ms
41527; 0.000000ms
41528; 0.000000ms
41529; 0.000000ms
41530; 0.997000ms
41531; 0.000000ms
41532; 0.000000ms
41533; 0.000000ms
41534; 0.000000ms
41535; 0.000000ms
41536; 0.000000ms
41537; 0.998000ms
41538; 0.000000ms
41539; 0.000000ms
41540; 0.000000ms
41541; 0.000000ms
41542; 0.000000ms
41543; 0.000000ms
41544; 0.000000ms
41545; 0.997000ms
41546; 0.000000ms
41547; 0.000000ms
41548; 0.000000ms
41549; 0.000000ms
41550; 0.000000ms
41551; 0.000000ms
41552; 0.000000ms
41553; 0.997000ms
41554; 0.000000ms
41555; 0.000000ms
41556; 0.000000ms
41557; 0.000000ms
41558; 0.000000ms
41559; 0.000000ms
41560; 0.998000ms
41561; 0.000000ms
41562; 0.000000ms
41563; 0.000000ms
41564; 0.000000ms
41565; 0.000000ms
41566; 0.000000ms
41567; 0.000000ms
41568; 0.997000ms
41569; 0.000000ms
41570; 0.000000ms
41571; 0.000000ms
41572; 0.000000ms
41573; 0.000000ms
41574; 0.000000ms
41575; 0.000000ms
41576; 0.997000ms
41577; 0.000000ms
41578; 0.000000ms
41579; 0.000000ms
41580; 0.000000ms
41581; 0.000000ms
41582; 0.000000ms
41583; 0.998000ms
41584; 0.000000ms
41585; 0.000000ms
41586; 0.000000ms
41587; 0.000000ms
41588; 0.000000ms
41589; 0.000000ms
41590; 0.000000ms
41591; 0.997000ms
41592; 0.000000ms
41593; 0.000000ms
41594; 0.000000ms
41595; 0.000000ms
41596; 0.000000ms
41597; 0.000000ms
41598; 0.000000ms
41599; 0.998000ms
41600; 0.000000ms
41601; 0.000000ms
41602; 0.000000ms
41603; 0.000000ms
41604; 0.000000ms
41605; 0.000000ms
41606; 0.997000ms
41607; 0.000000ms
41608; 0.000000ms
41609; 0.000000ms
41610; 0.000000ms
41611; 0.000000ms
41612; 0.000000ms
41613; 0.000000ms
41614; 0.997000ms
41615; 0.000000ms
41616; 0.000000ms
41617; 0.000000ms
41618; 0.000000ms
41619; 0.000000ms
41620; 0.000000ms
41621; 0.000000ms
41622; 0.997000ms
41623; 0.000000ms
